,x,y
0,3.4798515147822737,12.880180027584
1,3.9238846315093565,13.631868265181147
2,0.21149006998419573,5.794769586997127
3,3.9524936434799094,14.901943500609569
4,2.4480232902868266,11.581082082755064
5,1.265675309528787,10.189894118485636
6,1.7040543354173088,9.922962086852461
7,3.000848273507851,15.16221132275734
8,3.665871673964344,14.118495915074577
9,0.8744227860918117,8.780050954344315
10,0.4177242132127055,4.610887773353871
11,3.05694556601055,15.347661552668427
12,1.8728523561485555,9.907544249808575
13,1.591695896087645,10.022419286378504
14,0.5344651487692587,7.124858520401843
15,1.1578475717142154,7.30087937490399
16,2.546033131060469,12.7143306058604
17,2.266196133711136,9.886859462657782
18,3.474322552162939,13.526072349301108
19,0.2605271571384975,3.446522928119654
20,1.548121012350125,10.460628924484057
21,3.8156391277539226,15.50480378138281
22,2.436376396769585,10.668868250092824
23,0.16518193694912853,4.480811830581413
24,3.865187422691747,17.22503546181419
25,2.094601405227476,9.54340087149345
26,0.039190965800325994,5.932595613212082
27,1.6698486812942384,5.870714020373072
28,1.6764629718744128,7.236117752905498
29,1.1105372709087509,6.760817599780469
30,3.197628615154939,9.852354846887676
31,0.04411011588420344,4.751655937142613
32,3.083992182615044,13.401079820919122
33,3.4107809446419477,15.225420451721874
34,3.227071958829393,13.465135919723288
35,3.9848205108266637,14.355689825433174
36,0.6226747259140328,7.718382309669288
37,3.6402062223318095,12.182581274455151
38,1.7211117757486925,8.863825336405286
39,3.925945342103076,17.100685665311875
40,3.6843115313895862,12.140838184411775
41,3.138820283570204,11.413819997638166
42,2.410159262038417,10.403059290833845
43,3.821640525531305,14.896571134586866
44,2.9794788269242654,12.048408865649849
45,0.612590006218467,7.653972713164887
46,2.2358981593751146,10.29628586407537
47,3.177391499171692,14.708175185383778
48,3.636470326034661,13.701361300547353
49,3.037747512507823,13.570890990267534
